original_name,image_name,dataset,double_marked,partition,marked_structure,animal_type,animal_id,sample_id,sample_row,sample_col,brain_region,zoom,has_metadata,resolution_px_um
RT381S1C3R4_r1.JPG,487.png,red,FALSO,unlabelled,citoplasm,rat,381,1,4,3,unknown,250x,VERDADERO,3.991
RT378S2C2R1_r2.JPG,488.png,red,FALSO,trainval,citoplasm,rat,378,2,1,2,unknown,250x,VERDADERO,3.991
RT366S1C4R2_r2.JPG,490.png,red,FALSO,unlabelled,citoplasm,rat,366,1,2,4,unknown,250x,VERDADERO,3.991
RT378S1C5R3_r2.JPG,491.png,red,FALSO,unlabelled,citoplasm,rat,378,1,3,5,unknown,250x,VERDADERO,3.991
RT381S1C5R2_r2.JPG,492.png,red,FALSO,trainval,citoplasm,rat,381,1,2,5,unknown,250x,VERDADERO,3.991
RT381S1C4R4_r1.JPG,493.png,red,FALSO,unlabelled,citoplasm,rat,381,1,4,4,unknown,250x,VERDADERO,3.991
RT377S2C1R2_r1.JPG,494.png,red,FALSO,unlabelled,citoplasm,rat,377,2,2,1,unknown,250x,VERDADERO,3.991
RT374S1C5R4_r2.JPG,495.png,red,FALSO,unlabelled,citoplasm,rat,374,1,4,5,unknown,250x,VERDADERO,3.991
RT443C4R1_r (b).JPG,496.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,1,4,unknown,250x,VERDADERO,3.991
RT441C3R4_r (a).JPG,497.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,4,3,unknown,250x,VERDADERO,3.991
RT360S2C4R4_r2.JPG,498.png,red,FALSO,test,citoplasm,rat,360,2,4,4,unknown,250x,VERDADERO,3.991
RT444C3R5_r (a).JPG,499.png,red,FALSO,unlabelled,citoplasm,rat,444,unknown,5,3,unknown,250x,VERDADERO,3.991
RT353S2C3R2_r1.JPG,500.png,red,FALSO,unlabelled,citoplasm,rat,353,2,2,3,unknown,250x,VERDADERO,3.991
RT361S2C1R3_r2.JPG,501.png,red,FALSO,unlabelled,citoplasm,rat,361,2,3,1,unknown,250x,VERDADERO,3.991
RT361S2C4R3_r1.JPG,503.png,red,FALSO,unlabelled,citoplasm,rat,361,2,3,4,unknown,250x,VERDADERO,3.991
RT378S2C1R1_r1.JPG,504.png,red,FALSO,unlabelled,citoplasm,rat,378,2,1,1,unknown,250x,VERDADERO,3.991
RT442C2R1_r (a).JPG,505.png,red,FALSO,unlabelled,citoplasm,rat,442,unknown,1,2,unknown,250x,VERDADERO,3.991
RT443C4R2_r (b).JPG,506.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,2,4,unknown,250x,VERDADERO,3.991
RT379S1C3R4_r2.JPG,507.png,red,FALSO,unlabelled,citoplasm,rat,379,1,4,3,unknown,250x,VERDADERO,3.991
RT367S2C1R1_r2.JPG,508.png,red,FALSO,unlabelled,citoplasm,rat,367,2,1,1,unknown,250x,VERDADERO,3.991
RT359S2C4R4_r2.JPG,509.png,red,FALSO,unlabelled,citoplasm,rat,359,2,4,4,unknown,250x,VERDADERO,3.991
RT365S2C1R4_r2.JPG,510.png,red,FALSO,unlabelled,citoplasm,rat,365,2,4,1,unknown,250x,VERDADERO,3.991
RT372S2C1R4_r2.JPG,512.png,red,FALSO,unlabelled,citoplasm,rat,372,2,4,1,unknown,250x,VERDADERO,3.991
RT359S2C4R1_r2.JPG,513.png,red,FALSO,unlabelled,citoplasm,rat,359,2,1,4,unknown,250x,VERDADERO,3.991
RT362S2C3R4_r1.JPG,514.png,red,FALSO,unlabelled,citoplasm,rat,362,2,4,3,unknown,250x,VERDADERO,3.991
RT443C3R4_r (B).JPG,515.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,4,3,unknown,250x,VERDADERO,3.991
RT379S1C3R5_r2.JPG,516.png,red,FALSO,trainval,citoplasm,rat,379,1,5,3,unknown,250x,VERDADERO,3.991
RT442C1R5_r(b).JPG,517.png,red,FALSO,unlabelled,citoplasm,rat,442,unknown,5,1,unknown,250x,VERDADERO,3.991
RT372S2C1R3_r1.JPG,519.png,red,FALSO,unlabelled,citoplasm,rat,372,2,3,1,unknown,250x,VERDADERO,3.991
RT365S2C2R4_r2.JPG,521.png,red,FALSO,unlabelled,citoplasm,rat,365,2,4,2,unknown,250x,VERDADERO,3.991
RT367S1C2R5_r2.JPG,523.png,red,FALSO,unlabelled,citoplasm,rat,367,1,5,2,unknown,250x,VERDADERO,3.991
RT359S3C1R2_r1.JPG,524.png,red,FALSO,unlabelled,citoplasm,rat,359,3,2,1,unknown,250x,VERDADERO,3.991
RT441C2R5_r (b).JPG,525.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,5,2,unknown,250x,VERDADERO,3.991
RT375S1C6R4_r2.JPG,526.png,red,FALSO,unlabelled,citoplasm,rat,375,1,4,6,unknown,250x,VERDADERO,3.991
RT375S1C6R5_r1.JPG,527.png,red,FALSO,unlabelled,citoplasm,rat,375,1,5,6,unknown,250x,VERDADERO,3.991
RT372S2C3R1_r2.JPG,528.png,red,FALSO,unlabelled,citoplasm,rat,372,2,1,3,unknown,250x,VERDADERO,3.991
RT365S1C5R4_r2.JPG,529.png,red,FALSO,trainval,citoplasm,rat,365,1,4,5,unknown,250x,VERDADERO,3.991
RT443C3R4_r (a).JPG,530.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,4,3,unknown,250x,VERDADERO,3.991
RT443C2R5_r (b).JPG,531.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,5,2,unknown,250x,VERDADERO,3.991
RT379S1C3R1_r2.JPG,533.png,red,FALSO,unlabelled,citoplasm,rat,379,1,1,3,unknown,250x,VERDADERO,3.991
RT367S1C3R4_r1.JPG,534.png,red,FALSO,unlabelled,citoplasm,rat,367,1,4,3,unknown,250x,VERDADERO,3.991
RT367S1C3R4_r2.JPG,536.png,red,FALSO,unlabelled,citoplasm,rat,367,1,4,3,unknown,250x,VERDADERO,3.991
RT361S1C5R1_r2.JPG,537.png,red,FALSO,unlabelled,citoplasm,rat,361,1,1,5,unknown,250x,VERDADERO,3.991
RT372S2C2R2_r2.JPG,538.png,red,FALSO,test,citoplasm,rat,372,2,2,2,unknown,250x,VERDADERO,3.991
RT357S2C1R2_r2.JPG,539.png,red,FALSO,unlabelled,citoplasm,rat,357,2,2,1,unknown,250x,VERDADERO,3.991
RT375S2C3R1_r1.JPG,540.png,red,FALSO,unlabelled,citoplasm,rat,375,2,1,3,unknown,250x,VERDADERO,3.991
RT379S1C3R1_r1.JPG,542.png,red,FALSO,unlabelled,citoplasm,rat,379,1,1,3,unknown,250x,VERDADERO,3.991
RT378S2C2R6_r1.JPG,543.png,red,FALSO,unlabelled,citoplasm,rat,378,2,6,2,unknown,250x,VERDADERO,3.991
RT372S2C1R4_r1.JPG,544.png,red,FALSO,unlabelled,citoplasm,rat,372,2,4,1,unknown,250x,VERDADERO,3.991
RT375S2C1R1_r1.JPG,545.png,red,FALSO,trainval,citoplasm,rat,375,2,1,1,unknown,250x,VERDADERO,3.991
RT375S1C5R6_r1.JPG,546.png,red,FALSO,unlabelled,citoplasm,rat,375,1,6,5,unknown,250x,VERDADERO,3.991
RT377S1C4R3_r1.JPG,547.png,red,FALSO,unlabelled,citoplasm,rat,377,1,3,4,unknown,250x,VERDADERO,3.991
RT379S1C4R2_r1.JPG,549.png,red,FALSO,trainval,citoplasm,rat,379,1,2,4,unknown,250x,VERDADERO,3.991
RT377S2C2R1_r2.JPG,550.png,red,FALSO,unlabelled,citoplasm,rat,377,2,1,2,unknown,250x,VERDADERO,3.991
RT367S2C1R4_r2.JPG,551.png,red,FALSO,unlabelled,citoplasm,rat,367,2,4,1,unknown,250x,VERDADERO,3.991
RT375S1C5R5_r1.JPG,552.png,red,FALSO,unlabelled,citoplasm,rat,375,1,5,5,unknown,250x,VERDADERO,3.991
RT441C1R5_r (b).JPG,554.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,5,1,unknown,250x,VERDADERO,3.991
RT379S1C4R1_r2.JPG,555.png,red,FALSO,unlabelled,citoplasm,rat,379,1,1,4,unknown,250x,VERDADERO,3.991
RT443C4R1_r (a).JPG,556.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,1,4,unknown,250x,VERDADERO,3.991
RT364S2C4R2_r2.JPG,557.png,red,FALSO,unlabelled,citoplasm,rat,364,2,2,4,unknown,250x,VERDADERO,3.991
RT367S2C1R1_r1.JPG,559.png,red,FALSO,unlabelled,citoplasm,rat,367,2,1,1,unknown,250x,VERDADERO,3.991
RT375S2C1R4_r2.JPG,560.png,red,FALSO,unlabelled,citoplasm,rat,375,2,4,1,unknown,250x,VERDADERO,3.991
RT374S2C1R2_r2.JPG,561.png,red,FALSO,unlabelled,citoplasm,rat,374,2,2,1,unknown,250x,VERDADERO,3.991
RT378S2C1R4_r1.JPG,562.png,red,FALSO,unlabelled,citoplasm,rat,378,2,4,1,unknown,250x,VERDADERO,3.991
RT372S2C3R1_r1.JPG,563.png,red,FALSO,unlabelled,citoplasm,rat,372,2,1,3,unknown,250x,VERDADERO,3.991
RT365S1C4R5_r2.JPG,565.png,red,FALSO,unlabelled,citoplasm,rat,365,1,5,4,unknown,250x,VERDADERO,3.991
RT365S2C3R4_r1.JPG,566.png,red,FALSO,unlabelled,citoplasm,rat,365,2,4,3,unknown,250x,VERDADERO,3.991
RT375S1C5R5_r2.JPG,567.png,red,FALSO,trainval,citoplasm,rat,375,1,5,5,unknown,250x,VERDADERO,3.991
RT377S2C1R1_r1.JPG,568.png,red,FALSO,unlabelled,citoplasm,rat,377,2,1,1,unknown,250x,VERDADERO,3.991
RT372S1C5R5_r1.JPG,570.png,red,FALSO,unlabelled,citoplasm,rat,372,1,5,5,unknown,250x,VERDADERO,3.991
RT370S1C5R3_r1.JPG,571.png,red,FALSO,unlabelled,citoplasm,rat,370,1,3,5,unknown,250x,VERDADERO,3.991
RT374S2C1R6_r1.JPG,573.png,red,FALSO,unlabelled,citoplasm,rat,374,2,6,1,unknown,250x,VERDADERO,3.991
RT372S2C1R3_r2.JPG,575.png,red,FALSO,trainval,citoplasm,rat,372,2,3,1,unknown,250x,VERDADERO,3.991
RT361S2C3R3_r2.JPG,576.png,red,FALSO,unlabelled,citoplasm,rat,361,2,3,3,unknown,250x,VERDADERO,3.991
RT368S1C4R1_r2.JPG,577.png,red,FALSO,unlabelled,citoplasm,rat,368,1,1,4,unknown,250x,VERDADERO,3.991
RT378S2C1R1_r2.JPG,578.png,red,FALSO,unlabelled,citoplasm,rat,378,2,1,1,unknown,250x,VERDADERO,3.991
RT379S1C4R2_r2.JPG,579.png,red,FALSO,trainval,citoplasm,rat,379,1,2,4,unknown,250x,VERDADERO,3.991
RT441C1R6_r (b).JPG,580.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,6,1,unknown,250x,VERDADERO,3.991
RT367S1C2R5_r1.JPG,581.png,red,FALSO,unlabelled,citoplasm,rat,367,1,5,2,unknown,250x,VERDADERO,3.991
RT441C1R6_r (a).JPG,582.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,6,1,unknown,250x,VERDADERO,3.991
RT378S2C2R1_r1.JPG,584.png,red,FALSO,unlabelled,citoplasm,rat,378,2,1,2,unknown,250x,VERDADERO,3.991
RT378S1C5R4_r1.JPG,585.png,red,FALSO,unlabelled,citoplasm,rat,378,1,4,5,unknown,250x,VERDADERO,3.991
RT368S1C5R1_r1.JPG,586.png,red,FALSO,unlabelled,citoplasm,rat,368,1,1,5,unknown,250x,VERDADERO,3.991
RT368S2C1R3_r1.JPG,587.png,red,FALSO,unlabelled,citoplasm,rat,368,2,3,1,unknown,250x,VERDADERO,3.991
RT359S2C2R4_r1.JPG,588.png,red,FALSO,unlabelled,citoplasm,rat,359,2,4,2,unknown,250x,VERDADERO,3.991
RT444C3R4_r (a).JPG,589.png,red,FALSO,unlabelled,citoplasm,rat,444,unknown,4,3,unknown,250x,VERDADERO,3.991
RT355S2C3R4_r2.JPG,590.png,red,FALSO,unlabelled,citoplasm,rat,355,2,4,3,unknown,250x,VERDADERO,3.991
RT379S1C3R4_r1.JPG,591.png,red,FALSO,unlabelled,citoplasm,rat,379,1,4,3,unknown,250x,VERDADERO,3.991
RT372S1C5R3_r2.JPG,592.png,red,FALSO,unlabelled,citoplasm,rat,372,1,3,5,unknown,250x,VERDADERO,3.991
RT381S1C5R3_r1.JPG,593.png,red,FALSO,unlabelled,citoplasm,rat,381,1,3,5,unknown,250x,VERDADERO,3.991
RT366S1C3R3_r2.JPG,594.png,red,FALSO,trainval,citoplasm,rat,366,1,3,3,unknown,250x,VERDADERO,3.991
RT381S1C5R4_r2.JPG,595.png,red,FALSO,unlabelled,citoplasm,rat,381,1,4,5,unknown,250x,VERDADERO,3.991
RT375S2C1R2_r1.JPG,596.jpg,red,FALSO,unlabelled,citoplasm,rat,375,2,2,1,unknown,250x,VERDADERO,3.991
RT361S2C3R4_r2.JPG,597.png,red,FALSO,unlabelled,citoplasm,rat,361,2,4,3,unknown,250x,VERDADERO,3.991
RT368S1C4R2_r2.JPG,598.png,red,FALSO,trainval,citoplasm,rat,368,1,2,4,unknown,250x,VERDADERO,3.991
RT379S2C1R4_r1.JPG,599.png,red,FALSO,unlabelled,citoplasm,rat,379,2,4,1,unknown,250x,VERDADERO,3.991
RT375S2C2R1_r1.JPG,600.png,red,FALSO,unlabelled,citoplasm,rat,375,2,1,2,unknown,250x,VERDADERO,3.991
RT379S2C2R1_r2.JPG,601.png,red,FALSO,unlabelled,citoplasm,rat,379,2,1,2,unknown,250x,VERDADERO,3.991
RT443C4R2_r (a).JPG,602.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,2,4,unknown,250x,VERDADERO,3.991
RT377S2C3R4_r1.JPG,603.png,red,FALSO,unlabelled,citoplasm,rat,377,2,4,3,unknown,250x,VERDADERO,3.991
RT379S1C2R6_r1.JPG,604.png,red,FALSO,test,citoplasm,rat,379,1,6,2,unknown,250x,VERDADERO,3.991
RT370S1C5R3_r2.JPG,605.png,red,FALSO,unlabelled,citoplasm,rat,370,1,3,5,unknown,250x,VERDADERO,3.991
RT357S2C4R1_r1.JPG,606.png,red,FALSO,unlabelled,citoplasm,rat,357,2,1,4,unknown,250x,VERDADERO,3.991
RT355S2C4R4_r1.JPG,607.png,red,FALSO,unlabelled,citoplasm,rat,355,2,4,4,unknown,250x,VERDADERO,3.991
RT377S2C1R5_r1.JPG,608.png,red,FALSO,unlabelled,citoplasm,rat,377,2,5,1,unknown,250x,VERDADERO,3.991
RT441C2R4_r (a).JPG,609.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,4,2,unknown,250x,VERDADERO,3.991
RT372S2C2R3_r1.JPG,610.png,red,FALSO,unlabelled,citoplasm,rat,372,2,3,2,unknown,250x,VERDADERO,3.991
RT361S2C1R3_r1.JPG,611.png,red,FALSO,unlabelled,citoplasm,rat,361,2,3,1,unknown,250x,VERDADERO,3.991
RT441C3R6_r (b).JPG,612.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,6,3,unknown,250x,VERDADERO,3.991
RT366S1C4R1_r2.JPG,613.png,red,FALSO,trainval,citoplasm,rat,366,1,1,4,unknown,250x,VERDADERO,3.991
RT377S2C1R5_r2.JPG,614.png,red,FALSO,unlabelled,citoplasm,rat,377,2,5,1,unknown,250x,VERDADERO,3.991
RT370S2C1R2_r2.JPG,615.png,red,FALSO,unlabelled,citoplasm,rat,370,2,2,1,unknown,250x,VERDADERO,3.991
RT443C4R4_r (b).JPG,616.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,4,4,unknown,250x,VERDADERO,3.991
RT374S1C5R2_r1.JPG,617.png,red,FALSO,trainval,citoplasm,rat,374,1,2,5,unknown,250x,VERDADERO,3.991
RT375S2C1R3_r1.JPG,619.png,red,FALSO,unlabelled,citoplasm,rat,375,2,3,1,unknown,250x,VERDADERO,3.991
RT442C2R6_r (b).JPG,620.png,red,FALSO,unlabelled,citoplasm,rat,442,unknown,6,2,unknown,250x,VERDADERO,3.991
RT442C3R2_r (b).JPG,621.png,red,FALSO,unlabelled,citoplasm,rat,442,unknown,2,3,unknown,250x,VERDADERO,3.991
RT361S1C5R3_r2.JPG,622.png,red,FALSO,unlabelled,citoplasm,rat,361,1,3,5,unknown,250x,VERDADERO,3.991
RT370S2C2R1_r1.JPG,623.png,red,FALSO,unlabelled,citoplasm,rat,370,2,1,2,unknown,250x,VERDADERO,3.991
RT355S2C2R4_r2.JPG,624.png,red,FALSO,test,citoplasm,rat,355,2,4,2,unknown,250x,VERDADERO,3.991
RT372S1C5R1_r2.JPG,625.png,red,FALSO,unlabelled,citoplasm,rat,372,1,1,5,unknown,250x,VERDADERO,3.991
RT378S2C2R6_r2.JPG,626.png,red,FALSO,unlabelled,citoplasm,rat,378,2,6,2,unknown,250x,VERDADERO,3.991
RT362S2C1R5_r2.JPG,627.png,red,FALSO,unlabelled,citoplasm,rat,362,2,5,1,unknown,250x,VERDADERO,3.991
RT365S2C1R5_r1.JPG,628.png,red,FALSO,unlabelled,citoplasm,rat,365,2,5,1,unknown,250x,VERDADERO,3.991
RT444C3R2_r (a).JPG,629.png,red,FALSO,test,citoplasm,rat,444,unknown,2,3,unknown,250x,VERDADERO,3.991
RT370S1C5R2_r2.JPG,630.png,red,FALSO,unlabelled,citoplasm,rat,370,1,2,5,unknown,250x,VERDADERO,3.991
RT377S2C2R5_r2.JPG,631.png,red,FALSO,unlabelled,citoplasm,rat,377,2,5,2,unknown,250x,VERDADERO,3.991
RT368S2C1R1_r2.JPG,632.png,red,FALSO,trainval,citoplasm,rat,368,2,1,1,unknown,250x,VERDADERO,3.991
RT355S2C3R3_r2.JPG,633.png,red,FALSO,unlabelled,citoplasm,rat,355,2,3,3,unknown,250x,VERDADERO,3.991
RT361S2C4R2_r2.JPG,634.png,red,FALSO,unlabelled,citoplasm,rat,361,2,2,4,unknown,250x,VERDADERO,3.991
RT368S2C1R3_r2.JPG,635.png,red,FALSO,unlabelled,citoplasm,rat,368,2,3,1,unknown,250x,VERDADERO,3.991
RT370S2C1R1_r2.JPG,636.png,red,FALSO,unlabelled,citoplasm,rat,370,2,1,1,unknown,250x,VERDADERO,3.991
RT379S1C3R5_r1.JPG,637.png,red,FALSO,unlabelled,citoplasm,rat,379,1,5,3,unknown,250x,VERDADERO,3.991
RT375S2C2R4_r1.JPG,638.png,red,FALSO,unlabelled,citoplasm,rat,375,2,4,2,unknown,250x,VERDADERO,3.991
RT442C3R2_r (a).JPG,639.png,red,FALSO,trainval,citoplasm,rat,442,unknown,2,3,unknown,250x,VERDADERO,3.991
RT377S2C2R1_r1.JPG,640.png,red,FALSO,trainval,citoplasm,rat,377,2,1,2,unknown,250x,VERDADERO,3.991
RT375S1C6R5_r2.JPG,641.png,red,FALSO,unlabelled,citoplasm,rat,375,1,5,6,unknown,250x,VERDADERO,3.991
RT377S2C2R4_r1.JPG,642.png,red,FALSO,unlabelled,citoplasm,rat,377,2,4,2,unknown,250x,VERDADERO,3.991
RT377S2C1R2_r2.JPG,643.png,red,FALSO,unlabelled,citoplasm,rat,377,2,2,1,unknown,250x,VERDADERO,3.991
RT381S1C3R2_r2.JPG,644.png,red,FALSO,unlabelled,citoplasm,rat,381,1,2,3,unknown,250x,VERDADERO,3.991
RT381S1C3R1_r2.JPG,645.png,red,FALSO,unlabelled,citoplasm,rat,381,1,1,3,unknown,250x,VERDADERO,3.991
RT362S2C2R3_r2.JPG,646.png,red,FALSO,unlabelled,citoplasm,rat,362,2,3,2,unknown,250x,VERDADERO,3.991
RT354S1C6R4_r1.JPG,648.png,red,FALSO,unlabelled,citoplasm,rat,354,1,4,6,unknown,250x,VERDADERO,3.991
RT381S1C3R3_r1.JPG,649.png,red,FALSO,unlabelled,citoplasm,rat,381,1,3,3,unknown,250x,VERDADERO,3.991
RT360S2C4R4_r1.JPG,650.png,red,FALSO,unlabelled,citoplasm,rat,360,2,4,4,unknown,250x,VERDADERO,3.991
RT378S2C3R3_r2.JPG,651.png,red,FALSO,unlabelled,citoplasm,rat,378,2,3,3,unknown,250x,VERDADERO,3.991
RT374S1C5R5_r2.JPG,652.png,red,FALSO,unlabelled,citoplasm,rat,374,1,5,5,unknown,250x,VERDADERO,3.991
RT381S1C3R5_r2.JPG,653.png,red,FALSO,trainval,citoplasm,rat,381,1,5,3,unknown,250x,VERDADERO,3.991
RT443C3R2_r (b).JPG,654.png,red,FALSO,trainval,citoplasm,rat,443,unknown,2,3,unknown,250x,VERDADERO,3.991
RT443C3R3_r (b).JPG,655.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,3,3,unknown,250x,VERDADERO,3.991
RT354S1C6R4_r2.JPG,656.png,red,FALSO,unlabelled,citoplasm,rat,354,1,4,6,unknown,250x,VERDADERO,3.991
RT366S1C3R4_r2.JPG,657.png,red,FALSO,unlabelled,citoplasm,rat,366,1,4,3,unknown,250x,VERDADERO,3.991
RT377S2C2R3_r1.JPG,658.png,red,FALSO,unlabelled,citoplasm,rat,377,2,3,2,unknown,250x,VERDADERO,3.991
RT378S2C2R5_r2.JPG,659.png,red,FALSO,unlabelled,citoplasm,rat,378,2,5,2,unknown,250x,VERDADERO,3.991
RT441C3R6_r (a).JPG,660.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,6,3,unknown,250x,VERDADERO,3.991
RT359S2C2R4_r2.JPG,661.png,red,FALSO,unlabelled,citoplasm,rat,359,2,4,2,unknown,250x,VERDADERO,3.991
RT377S2C3R3_r2.JPG,662.png,red,FALSO,unlabelled,citoplasm,rat,377,2,3,3,unknown,250x,VERDADERO,3.991
RT354S1C6R3_r2.JPG,663.png,red,FALSO,unlabelled,citoplasm,rat,354,1,3,6,unknown,250x,VERDADERO,3.991
RT374S1C5R1_r2.JPG,664.png,red,FALSO,unlabelled,citoplasm,rat,374,1,1,5,unknown,250x,VERDADERO,3.991
RT377S2C3R1_r1.JPG,665.png,red,FALSO,unlabelled,citoplasm,rat,377,2,1,3,unknown,250x,VERDADERO,3.991
RT444C3R4_r (b).JPG,666.png,red,FALSO,unlabelled,citoplasm,rat,444,unknown,4,3,unknown,250x,VERDADERO,3.991
RT381S1C4R6_r1.JPG,667.png,red,FALSO,unlabelled,citoplasm,rat,381,1,6,4,unknown,250x,VERDADERO,3.991
RT372S1C5R2_r2.JPG,668.png,red,FALSO,trainval,citoplasm,rat,372,1,2,5,unknown,250x,VERDADERO,3.991
RT368S1C5R4_r2.JPG,669.png,red,FALSO,unlabelled,citoplasm,rat,368,1,4,5,unknown,250x,VERDADERO,3.991
RT441C1R5_r (a).JPG,670.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,5,1,unknown,250x,VERDADERO,3.991
RT379S2C1R3_r2.JPG,671.png,red,FALSO,unlabelled,citoplasm,rat,379,2,3,1,unknown,250x,VERDADERO,3.991
RT368S1C4R5_r2.JPG,672.png,red,FALSO,test,citoplasm,rat,368,1,5,4,unknown,250x,VERDADERO,3.991
RT368S1C5R4_r1.JPG,673.png,red,FALSO,unlabelled,citoplasm,rat,368,1,4,5,unknown,250x,VERDADERO,3.991
RT441C2R4_r (b).JPG,674.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,4,2,unknown,250x,VERDADERO,3.991
RT378S1C5R4_r2.JPG,675.png,red,FALSO,unlabelled,citoplasm,rat,378,1,4,5,unknown,250x,VERDADERO,3.991
RT370S2C1R3_r2.JPG,676.png,red,FALSO,unlabelled,citoplasm,rat,370,2,3,1,unknown,250x,VERDADERO,3.991
RT379S2C1R2_r1.JPG,677.png,red,FALSO,unlabelled,citoplasm,rat,379,2,2,1,unknown,250x,VERDADERO,3.991
RT443C3R2_r (a).JPG,678.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,2,3,unknown,250x,VERDADERO,3.991
RT375S1C6R3_r2.JPG,680.png,red,FALSO,unlabelled,citoplasm,rat,375,1,3,6,unknown,250x,VERDADERO,3.991
RT366S1C4R4_r2.JPG,681.png,red,FALSO,unlabelled,citoplasm,rat,366,1,4,4,unknown,250x,VERDADERO,3.991
RT374S1C5R2_r2.JPG,682.png,red,FALSO,trainval,citoplasm,rat,374,1,2,5,unknown,250x,VERDADERO,3.991
RT377S2C2R2_r1.JPG,683.png,red,FALSO,unlabelled,citoplasm,rat,377,2,2,2,unknown,250x,VERDADERO,3.991
RT370S2C1R5_r2.JPG,684.png,red,FALSO,unlabelled,citoplasm,rat,370,2,5,1,unknown,250x,VERDADERO,3.991
RT362S2C4R4_r2.JPG,685.png,red,FALSO,unlabelled,citoplasm,rat,362,2,4,4,unknown,250x,VERDADERO,3.991
RT372S1C4R3_r1.JPG,686.png,red,FALSO,trainval,citoplasm,rat,372,1,3,4,unknown,250x,VERDADERO,3.991
RT379S1C3R2_r1.JPG,687.png,red,FALSO,unlabelled,citoplasm,rat,379,1,2,3,unknown,250x,VERDADERO,3.991
RT374S2C1R2_r1.JPG,688.png,red,FALSO,unlabelled,citoplasm,rat,374,2,2,1,unknown,250x,VERDADERO,3.991
RT443C3R5_r (B).JPG,689.png,red,FALSO,unlabelled,citoplasm,rat,443,unknown,5,3,unknown,250x,VERDADERO,3.991
RT365S1C4R4_r1.JPG,690.png,red,FALSO,unlabelled,citoplasm,rat,365,1,4,4,unknown,250x,VERDADERO,3.991
RT364S2C4R3_r2.JPG,692.png,red,FALSO,unlabelled,citoplasm,rat,364,2,3,4,unknown,250x,VERDADERO,3.991
RT375S2C2R3_r2.JPG,693.png,red,FALSO,unlabelled,citoplasm,rat,375,2,3,2,unknown,250x,VERDADERO,3.991
RT379S1C4R5_r2.JPG,694.png,red,FALSO,unlabelled,citoplasm,rat,379,1,5,4,unknown,250x,VERDADERO,3.991
RT381S1C3R4_r2.JPG,695.png,red,FALSO,unlabelled,citoplasm,rat,381,1,4,3,unknown,250x,VERDADERO,3.991
RT378S1C5R6_r1.JPG,696.png,red,FALSO,unlabelled,citoplasm,rat,378,1,6,5,unknown,250x,VERDADERO,3.991
RT381S1C3R2_r1.JPG,697.png,red,FALSO,unlabelled,citoplasm,rat,381,1,2,3,unknown,250x,VERDADERO,3.991
RT375S2C3R1_r2.JPG,698.png,red,FALSO,unlabelled,citoplasm,rat,375,2,1,3,unknown,250x,VERDADERO,3.991
RT442C1R6_r (a).JPG,699.png,red,FALSO,unlabelled,citoplasm,rat,442,unknown,6,1,unknown,250x,VERDADERO,3.991
RT366S1C5R4_r2.JPG,700.png,red,FALSO,unlabelled,citoplasm,rat,366,1,4,5,unknown,250x,VERDADERO,3.991
RT441C3R4_r (b).JPG,701.png,red,FALSO,unlabelled,citoplasm,rat,441,unknown,4,3,unknown,250x,VERDADERO,3.991
RT372S1C4R4_r1.JPG,702.png,red,FALSO,unlabelled,citoplasm,rat,372,1,4,4,unknown,250x,VERDADERO,3.991
RT359S3C1R1_r2.JPG,703.png,red,FALSO,unlabelled,citoplasm,rat,359,3,1,1,unknown,250x,VERDADERO,3.991
RT355S2C2R5_r2.JPG,704.png,red,FALSO,unlabelled,citoplasm,rat,355,2,5,2,unknown,250x,VERDADERO,3.991
RT374S2C2R3_r1.JPG,705.png,red,FALSO,unlabelled,citoplasm,rat,374,2,3,2,unknown,250x,VERDADERO,3.991
RT370S1C5R4_r2.JPG,706.png,red,FALSO,unlabelled,citoplasm,rat,370,1,4,5,unknown,250x,VERDADERO,3.991
RT368S1C4R3_r2.JPG,707.png,red,FALSO,unlabelled,citoplasm,rat,368,1,3,4,unknown,250x,VERDADERO,3.991
RT364S2C3R5_r2.JPG,708.png,red,FALSO,trainval,citoplasm,rat,364,2,5,3,unknown,250x,VERDADERO,3.991
RT366S1C4R2_r1.JPG,709.png,red,FALSO,unlabelled,citoplasm,rat,366,1,2,4,unknown,250x,VERDADERO,3.991
